ngram	t	p	p corrected	#members	meanM	StdevM	#nonMembers	meanN	StDevN
ourselves	2.360980052	0.064634895	2.41E+03	6	58.33333333	12.94089126	37305	45.85776706	19.51236659
worth	-2.072089972	0.065028527	2.43E+03	11	36.36363636	15.20047846	37300	45.86257373	19.51262209
season	-2.252784658	0.065161149	2.43E+03	7	33.57142857	14.43210706	37304	45.86207913	19.51225999
independence	-2.046091229	0.065356639	2.44E+03	12	39.75	10.34078422	37300	45.86134048	19.51392687
ex	-1.873794075	0.065813096	2.46E+03	61	41.42622951	18.49275445	37251	45.86695659	19.51279232
clothing	-2.177645083	0.065844506	2.46E+03	8	33.625	15.89193416	37303	45.86239713	19.51206902
halloween	-2.331063421	0.06708854	2.50E+03	6	32.83333333	13.68819443	37305	45.86186838	19.51224012
finding	-1.849171224	0.067559692	2.52E+03	95	42.17894737	19.42578838	37216	45.86916917	19.51160493
sure	1.874806788	0.067596513	2.52E+03	44	50.25	15.53708991	37269	45.85454399	19.51532265
homework	-1.879527056	0.067635677	2.52E+03	40	41.05	16.18950277	37271	45.8649352	19.51481937
animal	-2.158896847	0.067690855	2.53E+03	8	34.25	15.21042875	37304	45.8619451	19.51208799
adventure	2.219670644	0.068213897	2.55E+03	7	63.14285714	20.60281996	37304	45.85653013	19.5106585
value	2.068655904	0.068475207	2.55E+03	10	54.3	12.9017656	37301	45.85751052	19.51311078
attitude	1.885088725	0.06850705	2.56E+03	33	51.6969697	17.79305491	37279	45.85503903	19.51283014
overcome	2.062164232	0.069218899	2.58E+03	10	58	18.61898673	37301	45.85651859	19.51147328
steve	1.863356769	0.07105614	2.65E+03	35	52.88571429	22.3169303	37277	45.85414599	19.50898081
correct	-2.079553424	0.071136328	2.65E+03	9	35.44444444	15.02590356	37302	45.8622862	19.5124562
thursday	2.077999275	0.071286481	2.66E+03	9	53.66666667	11.26942767	37302	45.85788966	19.51329299
ask	-1.86883525	0.071410616	2.66E+03	31	40.77419355	15.15411864	37281	45.86422038	19.51462303
pet	-1.939692482	0.071443716	2.67E+03	16	36.125	20.07942562	37295	45.86394959	19.51100175
skype	1.898029821	0.071499373	2.67E+03	22	52.31818182	15.96241527	37289	45.85596288	19.51346183
enjoy	1.81447089	0.071700012	2.68E+03	143	48.82517483	19.58129126	37168	45.84836418	19.511141
wish	1.925820836	0.072069021	2.69E+03	17	54.70588235	18.94322011	37294	45.85574087	19.51160156
cats	-1.81785174	0.07239553	2.70E+03	91	42.37362637	18.31250232	37223	45.86814604	19.51490509
wondering	2.027237837	0.073238652	2.73E+03	10	56.8	17.06718749	37301	45.8568403	19.51200602
board	1.945126635	0.07369939	2.75E+03	14	57.28571429	21.98401017	37297	45.85548436	19.510103
community	1.911359464	0.074005513	2.76E+03	17	52.05882353	13.37194165	37294	45.8569475	19.51404622
flat	1.910384517	0.074150881	2.77E+03	17	53.47058824	16.42832024	37294	45.85630396	19.51281711
surprise	1.893058875	0.074509338	2.78E+03	19	51.89473684	13.89602156	37292	45.85669849	19.51412041
machine	-1.951761544	0.074667809	2.79E+03	13	38	14.52010101	37298	45.86251274	19.51312424
chat	1.824351873	0.074721822	2.79E+03	46	50.5	17.25849227	37265	45.85404535	19.51415794
relatively	-1.899461202	0.075655599	2.82E+03	17	39	14.89127261	37294	45.8629002	19.51347334
stop	-1.926629394	0.076151261	2.84E+03	14	36.57142857	18.04146628	37297	45.86325978	19.51193866
agreed	2.07697292	0.076389139	2.85E+03	8	55.625	13.29809331	37303	45.85767901	19.51273175
talents	-2.367701464	0.076962573	2.87E+03	5	33.8	11.38859078	37306	45.86138959	19.51246564
art	1.85949293	0.07699101	2.87E+03	22	51.22727273	13.5363068	37291	45.85757958	19.51461871
outfit	-1.947885476	0.077381719	2.89E+03	12	33.83333333	21.39172879	37299	45.86364246	19.51050161
alive	-1.77436547	0.078223066	2.92E+03	137	42.97080292	19.08954965	37175	45.87023537	19.51278426
focused	2.344588252	0.078909875	2.94E+03	5	56	9.669539803	37306	45.8584142	19.51271148
cleaned	1.773270215	0.079440783	2.96E+03	94	49.38297872	19.2862458	37219	45.85099009	19.51186623
fiancee	2.336064709	0.079629773	2.97E+03	5	54.8	8.555699854	37306	45.85857503	19.5128459
relative	2.046042268	0.07997147	2.98E+03	8	57.625	16.26510287	37303	45.85725009	19.51207326
ryan	-1.876511983	0.080146182	2.99E+03	16	39.1875	14.22307398	37295	45.86263574	19.51362484
results	-1.925740913	0.080348507	3.00E+03	12	35.08333333	19.38817978	37299	45.8632403	19.51135421
expecting	1.943551545	0.080583933	3.01E+03	11	56.09090909	17.46112565	37300	45.85675603	19.51200522
approved	1.998524893	0.080665608	3.01E+03	9	55	13.72042273	37302	45.85756796	19.51281665
result	2.031040453	0.081763025	3.05E+03	8	57.75	16.55941683	37303	45.85722328	19.51201055
watch	-1.770878542	0.082101536	3.06E+03	56	41.71428571	17.52786279	37255	45.86600456	19.51439314
normal	-1.854486813	0.082176053	3.07E+03	17	37.35294118	18.91739007	37294	45.86365099	19.51168111
negativity	-2.020968443	0.082981589	3.10E+03	8	35.25	14.8492424	37303	45.86204863	19.51242722
real	-1.782735365	0.083289259	3.11E+03	36	39.97222222	19.8213249	37277	45.86433994	19.5113369
heads	-1.946192857	0.083453126	3.11E+03	10	35.3	17.15970733	37301	45.86260422	19.51204265
heard	-1.830248944	0.083795978	3.13E+03	19	39.36842105	15.46038136	37293	45.862682	19.51336791
finished	-1.748890702	0.083939106	3.13E+03	85	42.76470588	16.32675795	37226	45.86684038	19.51831426
seeing	-1.734185358	0.084147913	3.14E+03	242	43.65702479	19.83526901	37071	45.87518545	19.50967436
alarm	-1.83278753	0.084381471	3.15E+03	18	39.11111111	15.62384636	37293	45.8630306	19.51330784
preparing	1.896082483	0.084486503	3.15E+03	12	55.25	17.15769109	37299	45.85675219	19.51220082
remembering	-1.966930295	0.084722335	3.16E+03	9	34.66666667	17.07337108	37302	45.86247386	19.51199107
design	2.006778491	0.084750254	3.16E+03	8	59.75	19.57950824	37303	45.85679436	19.51120227
face	-1.743085418	0.085569893	3.19E+03	73	42.01369863	18.86685303	37240	45.86680988	19.51299117
unexpectedly	-2.053253951	0.085833385	3.20E+03	7	32	17.8605711	37304	45.86237401	19.51160603
out	-1.717764369	0.086183123	3.22E+03	853	44.83352872	17.71349851	36499	45.89007918	19.5524189
smooth	1.882461928	0.086459756	3.23E+03	12	56.58333333	19.73671398	37299	45.85632323	19.51126052
gardening	-1.949549287	0.087037172	3.25E+03	9	32.44444444	20.64649553	37302	45.86301003	19.51091212
cook	1.743294493	0.087063609	3.25E+03	54	50.38888889	19.10390325	37258	45.85340061	19.51186064
experiences	1.834322605	0.087913372	3.28E+03	15	52.73333333	14.51337642	37296	45.85700879	19.51342447
sold	-1.853333891	0.088524789	3.30E+03	13	39.76923077	11.84731929	37298	45.86189608	19.51392574
incredible	1.804477125	0.088881334	3.32E+03	18	53.33333333	17.57337558	37294	45.85681343	19.51256319
peter	1.97400078	0.088940396	3.32E+03	8	57.375	16.50054112	37303	45.8573037	19.51206816
mary	-1.80780989	0.089452913	3.34E+03	17	37.64705882	18.73479776	37294	45.86351692	19.51181417
plants	1.85476308	0.090595099	3.38E+03	12	57.5	21.74438276	37299	45.85602831	19.51046202
privacy	-3.088157048	0.090669079	3.38E+03	3	33	7.211102551	37308	45.86080733	19.51238628
little	-1.69833989	0.090885462	3.39E+03	214	43.71028037	18.57177896	37104	45.87324817	19.51748686
noticed	1.869481865	0.091051352	3.40E+03	11	53.72727273	13.95772839	37300	45.85745308	19.5130848
colleagues	1.723541132	0.091632136	3.42E+03	46	50.02173913	16.3849377	37266	45.85431761	19.51503536
journal	-1.883350108	0.09225451	3.44E+03	10	39.4	10.84435337	37302	45.86134792	19.51337763
package	-1.9471335	0.092538515	3.45E+03	8	32.875	18.86370286	37303	45.86255797	19.51146837
bought	-1.692287176	0.092934817	3.47E+03	133	42.89473684	20.24294234	37179	45.87011485	19.50862829
shoveling	-2.428888739	0.09338857	3.48E+03	4	28.5	14.29452109	37307	45.86163455	19.51181088
chatted	-1.98907148	0.093804022	3.50E+03	7	35	14.44529912	37304	45.86181107	19.51241746
of	1.675607006	0.093916733	3.54E+03	2612	46.49157734	18.21398	35040	45.86920662	19.58853663
buying	-1.721404854	0.094517985	3.53E+03	34	40.91176471	16.76462301	37278	45.8640485	19.51375612
babies	-1.752877789	0.094922543	3.54E+03	21	38.33333333	19.68332628	37291	45.86447132	19.51130555
brought	-1.684113474	0.095609227	3.57E+03	91	42.30769231	20.14541156	37221	45.86830015	19.50968869
supported	1.730939684	0.095759004	3.57E+03	26	50.88461538	14.80358584	37285	45.85626928	19.5146002
treadmill	-1.91048777	0.097663349	3.64E+03	8	34.5	16.81835732	37304	45.86175745	19.51197057
shane	-1.910498418	0.097665967	3.64E+03	8	33.375	18.48503256	37303	45.86245074	19.51160638
teach	1.809192754	0.097767242	3.65E+03	12	53	13.67146996	37299	45.85747607	19.51331977
que	1.706992539	0.097805989	3.65E+03	32	51.8125	19.73115679	37284	45.85599721	19.5114194
richard	1.844613978	0.09815859	3.66E+03	10	54.6	14.98295328	37302	45.85818455	19.51299906
fix	-1.726500987	0.098255672	3.67E+03	23	39.26086957	18.33332136	37289	45.86317681	19.51242455
brightens	-2.94694348	0.098363523	3.67E+03	3	29.33333333	9.712534856	37308	45.86110218	19.51210608
surrounded	1.761925579	0.098418433	3.67E+03	16	53.125	16.4959591	37295	45.85665639	19.51281437
foods	1.869068558	0.098466818	3.67E+03	9	51.55555556	9.139353247	37302	45.85839901	19.51370817
memories	-1.840732591	0.098760379	3.68E+03	10	37.9	13.67438806	37301	45.86190719	19.51303798
bf	1.729394311	0.099933969	3.73E+03	20	53.2	18.9891936	37293	45.85471804	19.51200951
discovering	-1.894001048	0.100047989	3.73E+03	8	36.75	13.60409602	37303	45.86172694	19.51276017
absolutely	1.751640844	0.100234053	3.74E+03	16	55	20.87742002	37295	45.85585199	19.5107883
finishing	-1.703653114	0.100348436	3.74E+03	27	40.33333333	16.85914497	37285	45.86359126	19.51320339
wedding	1.726912567	0.100389744	3.75E+03	20	53.6	20.05098764	37292	45.85535772	19.51097849
rain	1.680160286	0.100700504	3.76E+03	41	50.53658537	17.8312893	37270	45.85462839	19.51338464
interruption	-1.776887876	0.100864917	3.76E+03	13	40.46153846	10.95152489	37298	45.86165478	19.51416516
figured	-1.852401785	0.101078817	3.77E+03	9	35.55555556	16.6891515	37302	45.8622594	19.51218054
am	1.640143062	0.101389016	3.79E+03	731	47.02872777	19.21188262	36647	45.85133845	19.5223275
without	-1.638509135	0.102426037	3.82E+03	279	44.13978495	17.58100966	37034	45.87238754	19.52508321
alcohol	-1.923417576	0.102743416	3.83E+03	7	35.57142857	14.15223354	37304	45.86170384	19.51251012
missing	1.87498944	0.102843896	3.84E+03	8	52.125	9.448166867	37304	45.85886232	19.51337865
tv	-1.662784031	0.102855439	3.84E+03	49	41.28571429	19.26352339	37264	45.86466831	19.51205111
soon	1.688325861	0.103288387	3.85E+03	27	51.59259259	17.64883796	37284	45.85562171	19.5129026
call	-1.64174087	0.103480904	3.86E+03	111	42.98198198	18.49224996	37200	45.86836022	19.51457766
style	2.311220196	0.103861546	3.88E+03	4	59.25	11.58663023	37307	45.85833758	19.51229071
guests	1.86041785	0.105102009	3.92E+03	8	54	12.37509019	37303	45.8580275	19.51300563
meaning	1.801302586	0.105154472	3.92E+03	10	56.6	18.85735931	37301	45.85689392	19.51163817
pillow	-1.826602178	0.105165193	3.92E+03	9	34	19.48075974	37302	45.86263471	19.51141238
grandson	-1.656851746	0.105555719	3.94E+03	40	40.925	18.84401218	37272	45.86442906	19.51242215
great	1.620497976	0.105587447	3.94E+03	655	46.98473282	17.86946584	36683	45.84126162	19.53671661
why	-1.72458633	0.106580933	3.98E+03	15	37.46666667	18.85230818	37296	45.86314886	19.51179272
though	-1.620927666	0.107263761	4.00E+03	141	43.38297872	18.17323761	37170	45.86916868	19.51654697
toxic	1.711819014	0.107504972	4.01E+03	16	54.5625	20.34033349	37295	45.85603968	19.51110234
adorable	-1.734666882	0.108364584	4.04E+03	13	37.30769231	17.77819177	37298	45.86275404	19.51215515
thats	-1.689118668	0.108414003	4.05E+03	19	40.05263158	14.98693388	37292	45.86273195	19.51376596
hotel	1.779605919	0.108819144	4.06E+03	10	55.2	16.59852738	37301	45.85726924	19.51232655
woken	-1.881571896	0.108891728	4.06E+03	7	34.14285714	16.47653454	37304	45.86197191	19.51206551
took	1.608904694	0.109147636	4.07E+03	207	47.81642512	17.5259896	37106	45.84978171	19.52256765
nurse	-1.946226955	0.109180182	4.07E+03	6	29.33333333	20.80064102	37306	45.86152362	19.51149736
pt	-1.944685193	0.109330324	4.08E+03	6	38.5	9.268225289	37306	45.86079987	19.51282687
k	1.728248019	0.109547525	4.09E+03	13	55.84615385	20.8360511	37299	45.8572884	19.51163038
is	-1.6009045	0.109574907	4.11E+03	1630	45.12822086	19.17782447	35846	45.90640518	19.53545656
invitation	2.047047438	0.110019428	4.10E+03	5	58.2	13.47961424	37306	45.85811934	19.51229926
working	1.604937154	0.110231172	4.11E+03	182	48	18.03434415	37132	45.84837876	19.5183171
completed	-1.622811415	0.110327155	4.12E+03	56	42.07142857	17.47918985	37255	45.86546772	19.51456689
drink	-1.667036068	0.110328465	4.12E+03	22	40.04545455	16.36045544	37290	45.86261732	19.51346254
recovery	1.768303017	0.110766989	4.13E+03	10	53.6	13.84196518	37301	45.85769819	19.51303315
exercised	-2.038989411	0.111007448	4.14E+03	5	36.2	10.59245014	37306	45.86106792	19.51269278
ones	1.633698724	0.111265931	4.15E+03	36	50.66666667	17.65866845	37277	45.85567508	19.5134752
pair	-1.655761267	0.11132475	4.15E+03	24	40.625	15.49140716	37289	45.8634718	19.51358178
showing	-1.728231651	0.111733624	4.17E+03	12	42.41666667	6.894771845	37299	45.86088099	19.51469561
holding	-1.692851419	0.112575592	4.20E+03	15	39.6	14.32181154	37296	45.86229086	19.51356071
woke	-1.590784632	0.112610063	4.20E+03	327	44.16819572	19.33715623	36989	45.87693639	19.51315078
express	1.722577476	0.112899896	4.21E+03	12	54.25	16.87453703	37299	45.85707392	19.51242028
internet	-1.63777474	0.113055377	4.22E+03	28	39.75	19.74771435	37283	45.86436177	19.51138498
be	1.582874681	0.113840236	4.25E+03	774	46.89922481	18.39688017	36597	45.84012351	19.53448957
wishes	-1.773180519	0.114093506	4.26E+03	9	37.88888889	13.48558902	37302	45.86169642	19.5129755
played	-1.649804689	0.114579672	4.28E+03	21	39.52380952	17.60289478	37290	45.86334138	19.51266982
hungry	2.010531447	0.11468261	4.28E+03	5	57	12.38951169	37306	45.85828017	19.51247353
household	1.708301107	0.11555379	4.31E+03	12	51.33333333	11.09736523	37299	45.85801228	19.51397494
freaking	1.721962768	0.115779088	4.32E+03	11	54.18181818	16.03008535	37300	45.85731903	19.51260223
jason	-1.674578106	0.116179433	4.34E+03	15	38.2	17.7168201	37298	45.86216419	19.51218397
watched	-1.612791351	0.116585684	4.35E+03	33	41.24242424	16.44884172	37279	45.86332788	19.51422411
places	1.702913388	0.116612772	4.35E+03	12	54.08333333	16.73025747	37299	45.85712754	19.51247975
challenge	1.716600946	0.116785642	4.36E+03	11	54.54545455	16.78310839	37300	45.8572118	19.51238573
ive	1.578973313	0.116846703	4.36E+03	126	48.23015873	16.86186832	37189	45.85288661	19.51960713
hubby	1.597050394	0.116930491	4.36E+03	48	49.47916667	15.70199822	37265	45.85603113	19.51605936
reason	-1.636355893	0.117392049	4.38E+03	21	37.85714286	22.41714905	37291	45.8636132	19.50983987
simple	1.683016184	0.118164194	4.41E+03	13	54.15384615	17.77097893	37298	45.85688241	19.5121961
talk	1.566697072	0.118823069	4.43E+03	192	48.015625	19.10880298	37125	45.84923906	19.51332858
starbucks	-1.677150191	0.119319475	4.45E+03	13	38.53846154	15.74068711	37298	45.86232506	19.51289276
grandsons	-1.742853748	0.119497816	4.46E+03	9	36.55555556	16.01648456	37302	45.86201812	19.51242271
account	1.671069389	0.120547823	4.50E+03	13	56.30769231	22.5476703	37298	45.8561317	19.5102475
heat	-1.606295626	0.121266034	4.52E+03	25	40.24	17.49590428	37287	45.86306219	19.51292096
biggest	1.678669585	0.12133329	4.53E+03	12	52.91666667	14.56308118	37299	45.85750288	19.51313928
drop	-1.801317566	0.121688528	4.54E+03	7	37	13.0128142	37304	45.86143577	19.51276925
stairs	-1.861434233	0.1217185	4.54E+03	6	33.66666667	16.04576787	37305	45.86173435	19.51208599
werent	-1.857546484	0.122323297	4.56E+03	6	34.66666667	14.76030713	37305	45.86157352	19.5123184
cousin	-1.595672728	0.122621911	4.58E+03	27	40.85185185	16.31116584	37284	45.86339985	19.51385892
avec	1.659256468	0.122927976	4.59E+03	13	53.69230769	17.02147964	37299	45.85731521	19.5122867
siblings	1.723391804	0.123095555	4.59E+03	9	58.22222222	21.52195262	37303	45.85741093	19.51098351
cooking	1.572181227	0.123214866	4.60E+03	44	49.79545455	16.6112592	37267	45.85512652	19.51490466
welcome	1.680645352	0.123713942	4.62E+03	11	52.81818182	13.73184752	37300	45.85772118	19.51322964
scarf	-1.846727791	0.124048984	4.63E+03	6	31.83333333	18.60555473	37306	45.86173806	19.51140271
source	-1.63464887	0.124377507	4.64E+03	15	38.53333333	17.36114984	37296	45.86271986	19.51248505
relationship	1.539918116	0.12480186	4.66E+03	256	47.65625	18.71203346	37057	45.84855763	19.51725114
looks	-1.585789909	0.124851664	4.66E+03	27	40.81481481	16.53443269	37284	45.86342667	19.51372097
rid	-1.609746755	0.125841059	4.70E+03	18	39.38888889	17.05747685	37293	45.86289652	19.51280599
reminded	1.684826198	0.126280166	4.71E+03	10	54.6	16.40596098	37301	45.8574301	19.51244039
hardly	1.6778718	0.127664146	4.76E+03	10	56	19.11369492	37301	45.85705477	19.51166408
alone	-1.539693128	0.127820227	4.77E+03	76	42.93421053	16.57655817	37236	45.86601676	19.51710337
supervisor	-1.646100139	0.12796115	4.77E+03	12	38	16.54195767	37299	45.86230194	19.51257535
friend	-1.522129286	0.128444782	4.80E+03	651	44.75268817	18.72765059	36681	45.88064666	19.52421495
cookies	-1.604398251	0.129440757	4.83E+03	16	39.75	15.2337345	37295	45.86239442	19.51339709
unhappy	1.755489724	0.129685079	4.84E+03	7	59.42857143	20.45203448	37304	45.85722711	19.51123518
internship	1.667028156	0.12982584	4.84E+03	10	53.6	14.68332387	37301	45.85769819	19.51288477
vet	1.714615907	0.130107184	4.85E+03	8	55.875	16.52217125	37303	45.85762539	19.51224225
message	-1.538100537	0.130573054	4.87E+03	49	41.63265306	19.25020982	37262	45.86533197	19.51200789
might	1.562579385	0.130701866	4.88E+03	26	51.30769231	17.782619	37285	45.85597425	19.51285313
coming	-1.521167494	0.131043591	4.89E+03	112	43.125	19.05238156	37200	45.86784946	19.5128143
track	-1.550821797	0.132151548	4.93E+03	29	41.03448276	16.75982177	37282	45.86352663	19.5137324
playing	-1.520595093	0.13233742	4.94E+03	80	42.5	19.78427966	37231	45.86699256	19.51107136
totally	1.672689473	0.132906075	4.96E+03	9	55.88888889	17.98919429	37302	45.85735349	19.51196736
pick	1.557111761	0.133079901	4.97E+03	24	51.875	18.93079502	37287	45.85590152	19.51203164
back	1.501907412	0.134214665	5.01E+03	285	47.56491228	19.23191021	37036	45.84717572	19.51292061
solid	1.628237892	0.134502137	5.02E+03	11	53.36363636	15.28576284	37300	45.85756032	19.51286025
brother	-1.509987348	0.134609585	5.02E+03	89	42.94382022	18.23667605	37222	45.86674547	19.51467038
uncle	-1.599929957	0.135580704	5.06E+03	13	36.53846154	21.01037595	37298	45.86302215	19.51099863
bath	-1.537166282	0.13586557	5.07E+03	28	41.10714286	16.36242146	37284	45.86291707	19.51384866
nice	-1.492030819	0.1364527	5.09E+03	404	44.56188119	17.56204548	36921	45.87432626	19.53065684
turned	1.554302358	0.137501353	5.13E+03	19	52.89473684	19.73405048	37292	45.85618899	19.51152133
makes	-1.48790129	0.137874111	5.15E+03	283	44.28621908	17.84625199	37038	45.87186133	19.52650612
running	-1.516203285	0.13794195	5.15E+03	38	41.78947368	16.55483582	37274	45.86419488	19.51436429
florida	1.673351712	0.138132985	5.15E+03	8	53.625	13.12508503	37303	45.85810793	19.51294645
kind	1.495464329	0.138158857	5.15E+03	94	48.61702128	17.89401677	37217	45.8528092	19.51565812
it	-1.482635649	0.138408745	5.19E+03	1241	45.05882353	19.47381836	36276	45.89238064	19.51626147
angel	1.700932878	0.139833237	5.22E+03	7	56.42857143	16.44036844	37304	45.85779005	19.51219348
useful	1.603510933	0.13986249	5.22E+03	11	52.09090909	12.8876262	37300	45.85793566	19.51345654
comfort	1.522636436	0.139884605	5.22E+03	27	49.81481481	13.49654382	37284	45.85690913	19.51553321
